;data;preco
688;2021-05-10;6861
689;2021-05-07;6873
690;2021-05-06;6862
691;2021-05-05;6971
692;2021-04-30;6773
693;2021-04-29;6826
694;2021-04-28;6708
695;2021-04-27;6625
696;2021-04-26;6550
697;2021-04-23;6575
698;2021-04-22;6507
699;2021-04-21;6402
700;2021-04-20;6534
701;2021-04-19;6654
702;2021-04-16;6598
703;2021-04-15;6613
704;2021-04-14;6611
705;2021-04-13;6283
706;2021-04-12;6238
707;2021-04-09;6189
708;2021-04-08;6209
709;2021-04-07;6186
710;2021-04-06;6147
711;2021-04-05;6385
712;2021-04-01;6385
713;2021-03-31;6352
714;2021-03-30;6328
715;2021-03-29;6406
716;2021-03-26;6377
717;2021-03-25;6121
718;2021-03-24;6370
719;2021-03-23;5996
720;2021-03-22;6389
721;2021-03-19;6400
722;2021-03-18;6211
723;2021-03-17;6773
724;2021-03-16;6795
725;2021-03-15;6878
726;2021-03-12;6887
727;2021-03-11;6934
728;2021-03-10;6753
729;2021-03-09;6703
730;2021-03-08;6800
731;2021-03-05;6995
732;2021-03-04;6732
733;2021-03-03;6470
734;2021-03-02;6317
735;2021-03-01;6456
736;2021-02-26;6586
737;2021-02-25;6669
738;2021-02-24;6685
739;2021-02-23;6516
740;2021-02-22;6473
741;2021-02-19;6284
742;2021-02-18;6409
743;2021-02-17;6502
744;2021-02-16;6396
745;2021-02-15;6358
746;2021-02-12;6247
747;2021-02-11;6109
748;2021-02-10;6117
749;2021-02-09;6074
750;2021-02-08;6017
751;2021-02-05;5948
752;2021-02-04;5898
753;2021-02-03;5861
754;2021-02-02;5762
755;2021-02-01;5642
756;2021-01-29;5525
757;2021-01-28;5487
758;2021-01-27;5507
759;2021-01-26;5526
760;2021-01-25;5544
761;2021-01-22;5522
762;2021-01-21;5568
763;2021-01-20;5566
764;2021-01-19;5538
765;2021-01-18;5421
766;2021-01-15;5480
767;2021-01-14;5576
768;2021-01-13;5552
769;2021-01-12;5598
770;2021-01-11;5484
771;2021-01-08;5551
772;2021-01-07;5370
773;2021-01-06;5380
774;2021-01-05;5316
775;2021-01-04;5037
776;2020-12-31;5122
777;2020-12-30;5074
778;2020-12-29;5044
779;2020-12-28;5088
780;2020-12-24;5088
781;2020-12-23;5105
782;2020-12-22;4988
783;2020-12-21;5061
784;2020-12-18;5217
785;2020-12-14;5027
786;2020-12-11;5001
787;2020-12-10;5033
788;2020-12-09;4881
789;2020-12-08;4884
790;2020-12-07;4863
791;2020-12-04;4910
792;2020-12-03;4837
793;2020-12-02;4780
794;2020-12-01;4703
795;2020-11-30;4684
796;2020-11-27;4688
797;2020-11-26;4632
798;2020-11-25;4730
799;2020-11-24;4663
800;2020-11-23;4500
801;2020-11-20;4379
802;2020-11-19;4309
803;2020-11-18;4291
804;2020-11-17;4254
805;2020-11-16;4271
806;2020-11-13;4151
807;2020-11-12;4216
808;2020-11-11;4250
809;2020-11-10;4225
810;2020-11-09;4093
811;2020-11-06;3808
812;2020-11-05;3947
813;2020-11-04;3968
814;2020-11-03;3817
815;2020-11-02;3778
816;2020-10-30;3633
817;2020-10-29;3656
818;2020-10-28;3786
819;2020-10-27;3972
820;2020-10-26;3906
821;2020-10-23;4071
822;2020-10-22;4128
823;2020-10-21;4009
824;2020-10-20;4162
825;2020-10-19;4129
826;2020-10-16;4134
827;2020-10-15;4161
828;2020-10-14;4181
829;2020-10-13;4134
830;2020-10-12;4050
831;2020-10-09;4163
832;2020-10-08;4200
833;2020-10-07;4062
834;2020-10-06;4127
835;2020-10-05;3978
836;2020-10-02;3800
837;2020-10-01;3975
838;2020-09-30;4030
839;2020-09-29;4033
840;2020-09-28;4159
841;2020-09-25;4091
842;2020-09-24;4124
843;2020-09-23;4109
844;2020-09-22;4084
845;2020-09-21;4037
846;2020-09-19;4037
847;2020-09-18;4216
848;2020-09-17;4235
849;2020-09-16;4123
850;2020-09-15;3954
851;2020-09-14;3857
852;2020-09-13;3954
853;2020-09-12;3857
854;2020-09-11;3880
855;2020-09-10;3927
856;2020-09-09;3998
857;2020-09-08;3853
858;2020-09-07;4067
859;2020-09-04;4110
860;2020-09-03;4272
861;2020-09-02;4270
862;2020-09-01;4572
863;2020-08-28;4522
864;2020-08-27;4484
865;2020-08-26;4579
866;2020-08-25;4601
867;2020-08-24;4443
868;2020-08-21;4394
869;2020-08-20;4456
870;2020-08-19;4521
871;2020-08-18;4534
872;2020-08-17;4491
873;2020-08-14;4486
874;2020-08-13;4487
875;2020-08-12;4509
876;2020-08-11;4368
877;2020-08-10;4419
878;2020-08-07;4407
879;2020-08-06;4504
880;2020-08-05;4492
881;2020-08-04;4399
882;2020-08-03;4376
883;2020-07-31;4313
884;2020-07-30;4298
885;2020-07-29;4351
886;2020-07-28;4311
887;2020-07-27;4339
888;2020-07-24;4329
889;2020-07-23;4296
890;2020-07-22;4398
891;2020-07-21;4431
892;2020-07-20;4330
893;2020-07-17;4353
894;2020-07-16;4371
895;2020-07-15;4396
896;2020-07-14;4297
897;2020-07-13;4285
898;2020-07-10;4327
899;2020-07-09;4235
900;2020-07-08;4367
901;2020-07-07;4328
902;2020-07-06;4273
903;2020-07-03;4292
904;2020-07-02;4319
905;2020-07-01;4218
906;2020-06-30;4164
907;2020-06-29;4158
908;2020-06-26;4097
909;2020-06-25;4118
910;2020-06-24;4040
911;2020-06-23;4272
912;2020-06-22;4320
913;2020-06-19;4233
914;2020-06-18;4175
915;2020-06-17;4047
916;2020-06-16;4075
917;2020-06-15;3944
918;2020-06-12;3854
919;2020-06-11;3776
920;2020-06-10;4118
921;2020-06-09;4045
922;2020-06-08;3966
923;2020-06-05;4100
924;2020-06-04;3841
925;2020-06-03;3798
926;2020-06-02;3772
927;2020-06-01;3674
928;2020-05-29;3415
929;2020-05-28;3398
930;2020-05-27;3273
931;2020-05-26;3395
932;2020-05-25;3380
933;2020-05-22;3380
934;2020-05-21;3478
935;2020-05-20;3476
936;2020-05-19;3306
937;2020-05-18;3330
938;2020-05-15;3095
939;2020-05-14;2987
940;2020-05-13;2789
941;2020-05-12;2667
942;2020-05-11;2553
943;2020-05-07;2423
944;2020-05-06;2420
945;2020-05-05;2546
946;2020-05-04;2040
947;2020-05-01;1849
948;2020-04-30;1811
949;2020-04-29;1786
950;2020-04-28;1560
951;2020-04-27;1517
952;2020-04-24;1587
953;2020-04-23;1506
954;2020-04-22;1377
955;2020-04-21;912
956;2020-04-20;1736
957;2020-04-17;1975
958;2020-04-16;1869
959;2020-04-15;1980
960;2020-04-14;2174
961;2020-04-13;2023
962;2020-04-09;2023
963;2020-04-08;2522
964;2020-04-07;2210
965;2020-04-06;2258
966;2020-04-03;2433
967;2020-04-02;2024
968;2020-04-01;1497
969;2020-03-31;1485
970;2020-03-30;1919
971;2020-03-27;2239
972;2020-03-26;2355
973;2020-03-25;2562
974;2020-03-24;2450
975;2020-03-23;2185
976;2020-03-20;2555
977;2020-03-19;2398
978;2020-03-18;2279
979;2020-03-17;2797
980;2020-03-16;2798
981;2020-03-13;3300
982;2020-03-12;3105
983;2020-03-11;3445
984;2020-03-10;3666
985;2020-03-09;3533
986;2020-03-06;4560
987;2020-03-05;5129
988;2020-03-04;5186
989;2020-03-03;5224
990;2020-03-02;5252
991;2020-02-28;5131
992;2020-02-27;5219
993;2020-02-26;5496
994;2020-02-25;5671
995;2020-02-24;5604
996;2020-02-21;5860
997;2020-02-20;5972
998;2020-02-19;5972
999;2020-02-18;5735
1000;2020-02-17;5783
1001;2020-02-14;5737
1002;2020-02-13;5634
1003;2020-02-12;5554
1004;2020-02-11;5400
1005;2020-02-10;5339
1006;2020-02-07;5453
1007;2020-02-06;5518
1008;2020-02-05;5536
1009;2020-02-04;5390
1010;2020-02-03;5400
1011;2020-01-31;5777
1012;2020-01-30;5772
1013;2020-01-29;5946
1014;2020-01-28;5937
1015;2020-01-27;5854
1016;2020-01-24;5934
1017;2020-01-23;6126
1018;2020-01-22;6211
1019;2020-01-21;6366
1020;2020-01-20;6463
1021;2020-01-17;6405
1022;2020-01-16;6463
1023;2020-01-15;6329
1024;2020-01-14;6445
1025;2020-01-13;6414
1026;2020-01-10;6677
1027;2020-01-09;6658
1028;2020-01-08;6731
1029;2020-01-07;6874
1030;2020-01-06;7025
1031;2020-01-03;6908
1032;2020-01-02;6705
1033;2019-12-31;6777
1034;2019-12-30;6830
1035;2019-12-27;6891
1036;2019-12-26;6926
1037;2019-12-24;6926
1038;2019-12-23;6749
1039;2019-12-20;6866
1040;2019-12-19;6970
1041;2019-12-18;6912
1042;2019-12-16;6804
1043;2019-12-13;6744
1044;2019-12-12;6667
1045;2019-12-11;6537
1046;2019-12-10;6657
1047;2019-12-09;6644
1048;2019-12-06;6650
1049;2019-12-05;6567
1050;2019-12-04;6525
1051;2019-12-03;6295
1052;2019-12-02;6320
1053;2019-11-29;6450
1054;2019-11-28;6468
1055;2019-11-27;6503
1056;2019-11-26;6482
1057;2019-11-25;6467
1058;2019-11-22;6483
1059;2019-11-21;6499
1060;2019-11-20;6380
1061;2019-11-19;6237
1062;2019-11-18;6282
1063;2019-11-15;6332
1064;2019-11-14;6246
1065;2019-11-13;6227
1066;2019-11-12;6219
1067;2019-11-11;6258
1068;2019-11-08;6200
1069;2019-11-07;6260
1070;2019-11-06;6211
1071;2019-11-05;6272
1072;2019-11-04;6252
1073;2019-11-01;6017
1074;2019-10-31;5930
1075;2019-10-30;6022
1076;2019-10-29;6105
1077;2019-10-28;6039
1078;2019-10-25;6206
1079;2019-10-24;6171
1080;2019-10-23;6052
1081;2019-10-22;6050
1082;2019-10-21;5895
1083;2019-10-18;5996
1084;2019-10-17;5935
1085;2019-10-16;5930
1086;2019-10-15;5919
1087;2019-10-14;5881
1088;2019-10-11;6059
1089;2019-10-10;5908
1090;2019-10-09;5970
1091;2019-10-08;5814
1092;2019-10-07;5946
1093;2019-10-04;5913
1094;2019-10-03;5801
1095;2019-10-02;5792
1096;2019-10-01;6006
1097;2019-09-30;6099
1098;2019-09-27;6248
1099;2019-09-26;6208
1100;2019-09-25;6241
1101;2019-09-24;6413
1102;2019-09-23;6466
1103;2019-09-20;6523
1104;2019-09-19;6425
1105;2019-09-18;6429
1106;2019-09-17;6559
1107;2019-09-16;6842
1108;2019-09-13;6125
1109;2019-09-12;6076
1110;2019-09-11;6302
1111;2019-09-10;6467
1112;2019-09-09;6399
1113;2019-09-06;6128
1114;2019-09-05;6270
1115;2019-09-04;6068
1116;2019-09-03;5793
1117;2019-09-02;5855
1118;2019-08-30;6104
1119;2019-08-29;6059
1120;2019-08-28;6042
1121;2019-08-27;5844
1122;2019-08-26;5864
1123;2019-08-23;5864
1124;2019-08-22;5981
1125;2019-08-21;6060
1126;2019-08-20;5903
1127;2019-08-19;5979
1128;2019-08-16;5900
1129;2019-08-15;5737
1130;2019-08-14;5786
1131;2019-08-13;5990
1132;2019-08-12;5713
1133;2019-08-09;5737
1134;2019-08-08;5629
1135;2019-08-07;5503
1136;2019-08-06;5863
1137;2019-08-05;5932
1138;2019-08-02;6112
1139;2019-08-01;6290
1140;2019-07-31;6407
1141;2019-07-30;6255
1142;2019-07-29;6229
1143;2019-07-26;6246
1144;2019-07-25;6347
1145;2019-07-24;6383
1146;2019-07-23;6228
1147;2019-07-22;6196
1148;2019-07-19;6104
1149;2019-07-18;6070
1150;2019-07-17;6367
1151;2019-07-16;6587
1152;2019-07-15;6686
