;ds;yhat
85;1987-09-17;17.84277043616749
86;1987-09-18;17.825921940290936
87;1987-09-21;17.76018930309214
88;1987-09-22;17.662534186001388
89;1987-09-23;17.60378209038851
90;1987-09-24;17.678452659254507
91;1987-09-25;17.693680416304417
92;1987-09-28;17.726760744449255
93;1987-09-29;17.66010019406844
94;1987-09-30;17.630019322420576
95;1987-10-01;17.730297805626087
96;1987-10-02;17.767402402109983
97;1987-10-05;17.838434787711748
98;1987-10-06;17.773974002284653
99;1987-10-07;17.740550152713823
100;1987-10-08;17.831936467125825
101;1987-10-09;17.854714727171316
102;1987-10-12;17.853015472873338
103;1987-10-13;17.755846893628085
104;1987-10-14;17.686418731073623
105;1987-10-15;17.739159954949745
106;1987-10-16;17.721348253344882
107;1987-10-19;17.593409431460408
108;1987-10-20;17.45503185442722
109;1987-10-21;17.345934634493524
110;1987-10-22;17.36113355564111
111;1987-10-23;17.308425379798134
112;1987-10-26;17.095662204159847
113;1987-10-27;16.936521682786854
114;1987-10-28;16.810634062886717
115;1987-10-29;16.813009655876243
116;1987-10-30;16.751354782141604
117;1987-11-02;16.532981596284728
118;1987-11-03;16.37806052689894
119;1987-11-04;16.258825794687187
120;1987-11-05;16.269874977327138
121;1987-11-06;16.218487973913273
122;1987-11-09;16.036259825845246
123;1987-11-10;15.89384761012925
124;1987-11-11;15.786768413218702
125;1987-11-12;15.809331151322866
126;1987-11-13;15.7685756020282
127;1987-11-16;15.611331751121206
128;1987-11-17;15.47466971053823
129;1987-11-18;15.372041291744537
130;1987-11-19;15.397818225784286
131;1987-11-20;15.35914239270851
132;1987-11-23;15.202812949198742
133;1987-11-24;15.065282205081242
134;1987-11-25;14.961529192372481
135;1987-11-26;14.986128753703305
136;1987-11-27;14.946420839244345
137;1987-11-30;14.789676034925906
138;1987-12-01;14.653422736162604
139;1987-12-02;14.551868556571593
140;1987-12-03;14.579686075104012
141;1987-12-04;14.544293282977257
142;1987-12-07;14.407595159821685
143;1987-12-08;14.28049242445334
144;1987-12-09;14.189347065941222
145;1987-12-10;14.2288359053878
146;1987-12-11;14.206377851834294
147;1987-12-14;14.116061319661691
148;1987-12-15;14.006946520814465
149;1987-12-16;13.935054956130259
150;1987-12-17;13.995063410710578
151;1987-12-18;13.99438704369267
152;1987-12-21;13.97682985525385
153;1987-12-22;13.894320818111417
154;1987-12-23;13.850104892271554
155;1987-12-24;13.938758390863123
156;1987-12-28;14.041705163242769
157;1987-12-29;13.990069512578273
158;1987-12-30;13.976408300032487
159;1987-12-31;14.09496646649703
160;1988-01-04;14.303608036334506
161;1988-01-05;14.272958881602918
162;1988-01-06;14.277336032807318
163;1988-01-08;14.479454308009077
164;1988-01-11;14.639650086523963
165;1988-01-12;14.60359388873887
166;1988-01-13;14.598285130403932
167;1988-01-14;14.717730184799155
168;1988-01-15;14.768750573031367
169;1988-01-18;14.855390250582397
170;1988-01-19;14.789760786114128
171;1988-01-20;14.75339715138878
172;1988-01-21;14.841042694862397
173;1988-01-22;14.860311377375673
174;1988-01-25;14.860400842422804
175;1988-01-27;14.716438514987347
176;1988-01-28;14.790211915487948
177;1988-01-29;14.801271060099573
178;1988-02-01;14.815869312205145
179;1988-02-02;14.74610545367916
180;1988-02-03;14.717100905145518
181;1988-02-04;14.82422181609042
182;1988-02-05;14.875463793065155
183;1988-02-08;15.046301842118528
184;1988-02-09;15.03798108927261
185;1988-02-10;15.073495536695578
186;1988-02-11;15.247079566727871
187;1988-02-12;15.365514006837529
188;1988-02-15;15.729438993148824
189;1988-02-16;15.778313056524702
190;1988-02-17;15.865345230809202
191;1988-02-18;16.083618874575848
192;1988-02-19;16.23887201295962
193;1988-02-22;16.657729320564194
194;1988-02-23;16.70449197492421
195;1988-02-24;16.778724811002142
196;1988-02-25;16.973534407183976
197;1988-02-26;17.094893939325843
198;1988-02-29;17.354944193067826
199;1988-03-01;17.332509246182322
200;1988-03-02;17.331229506113882
201;1988-03-03;17.44551212758336
202;1988-03-04;17.482735485716887
203;1988-03-07;17.48371648427105
204;1988-03-08;17.377795220765734
205;1988-03-09;17.296942449968945
206;1988-03-10;17.336945780786913
207;1988-03-11;17.306451619203987
208;1988-03-14;17.15411319028349
209;1988-03-15;17.016300298556075
210;1988-03-16;16.913970326209174
211;1988-03-17;16.943079039580393
212;1988-03-18;16.91222653366804
213;1988-03-21;16.81846333647563
214;1988-03-22;16.717915542929497
215;1988-03-23;16.660231587982118
216;1988-03-24;16.74026928745108
217;1988-03-25;16.7654304751574
218;1988-03-28;16.857334927001066
219;1988-03-29;16.820167143138054
220;1988-03-30;16.824474348494324
221;1988-03-31;16.9639277061294
222;1988-04-05;17.268743709909007
223;1988-04-06;17.29892737988292
224;1988-04-07;17.457094907182928
225;1988-04-08;17.549560418790513
226;1988-04-11;17.771852835173743
227;1988-04-12;17.75357500727481
228;1988-04-13;17.764829231745598
229;1988-04-14;17.89988678511395
230;1988-04-15;17.96589185167009
231;1988-04-18;18.097412055084668
232;1988-04-19;18.047958435226246
233;1988-04-20;18.028927540204787
234;1988-04-21;18.13530559622678
235;1988-04-22;18.17486516345271
236;1988-04-25;18.245189568381083
237;1988-04-26;18.18239491408102
238;1988-04-27;18.153762409780395
239;1988-04-28;18.254230855802188
240;1988-04-29;18.291417415892013
241;1988-05-02;18.37288377181809
242;1988-05-03;18.31852760709618
243;1988-05-04;18.299879947781882
244;1988-05-05;18.41134410397724
245;1988-05-06;18.459994967180034
246;1988-05-09;18.573483586711966
247;1988-05-10;18.52746731701013
248;1988-05-11;18.515356052072388
249;1988-05-12;18.631273149418313
250;1988-05-13;18.682090763637145
251;1988-05-16;18.78754386949118
252;1988-05-17;18.73412708395576
253;1988-05-18;18.71249947248268
254;1988-05-19;18.81702699223547
255;1988-05-20;18.85487501421391
256;1988-05-23;18.91539231739118
257;1988-05-24;18.846227439188485
258;1988-05-25;18.80908800617611
259;1988-05-26;18.8986887114365
260;1988-05-27;18.922512978827754
261;1988-05-30;18.94892407541142
262;1988-05-31;18.871641409940793
263;1988-06-01;18.82816922451706
264;1988-06-02;18.913233321845006
265;1988-06-03;18.934274412597734
266;1988-06-06;18.961722872552876
267;1988-06-07;18.887348625115497
268;1988-06-08;18.847717436257344
269;1988-06-09;18.937325648901407
270;1988-06-10;18.963384264477295
271;1988-06-13;19.006613568281445
272;1988-06-14;18.937155492900708
273;1988-06-15;18.902056041738128
274;1988-06-16;18.99574222937049
275;1988-06-17;19.02539771771709
276;1988-06-20;19.07687497527929
277;1988-06-21;19.009618858303256
278;1988-06-22;18.97667306409693
279;1988-06-23;19.072630731448786
280;1988-06-24;19.104850792025672
281;1988-06-27;19.16747838085694
282;1988-06-28;19.105574625120603
283;1988-06-29;19.078968946324576
284;1988-06-30;19.18229745266376
285;1988-07-01;19.222914299048572
286;1988-07-04;19.316053382473633
287;1988-07-05;19.26554719634797
288;1988-07-06;19.250551137586395
289;1988-07-07;19.365392674800805
290;1988-07-08;19.417081743700514
291;1988-07-11;19.53701639239094
292;1988-07-12;19.49200925252427
293;1988-07-13;19.48017520314199
294;1988-07-14;19.595510987960015
295;1988-07-15;19.644740746057455
296;1988-07-18;19.737620781850442
297;1988-07-19;19.676748821844278
298;1988-07-20;19.645687945227664
299;1988-07-21;19.738602645139757
300;1988-07-22;19.762472915634664
301;1988-07-25;19.765447896647043
302;1988-07-26;19.671633163161005
303;1988-07-27;19.607107718997565
304;1988-07-28;19.666677545952282
305;1988-07-29;19.657984800761575
306;1988-08-01;19.574545573343155
307;1988-08-02;19.457747197145235
308;1988-08-03;19.374055902995348
309;1988-08-04;19.418715005732583
310;1988-08-05;19.399713689828715
311;1988-08-08;19.31486578790466
312;1988-08-09;19.207503128915263
313;1988-08-10;19.137939308384144
314;1988-08-11;19.201087327739025
315;1988-08-12;19.204497673007285
316;1988-08-15;19.204622224069112
317;1988-08-16;19.1291876278121
318;1988-08-17;19.092069209817577
319;1988-08-18;19.18736995394503
320;1988-08-19;19.221831978393872
321;1988-08-22;19.300869871199605
322;1988-08-23;19.24473182730272
323;1988-08-24;19.22247931088938
324;1988-08-25;19.327812901888063
325;1988-08-26;19.367191097292533
326;1988-08-29;19.429364966218866
327;1988-08-30;19.357421891794235
328;1988-08-31;19.314771034455738
329;1988-09-01;19.39559134075033
330;1988-09-02;19.406924173707093
331;1988-09-05;19.370846087277503
332;1988-09-06;19.26409577678607
333;1988-09-07;19.18700859209927
334;1988-09-08;19.23460353200161
335;1988-09-09;19.21473253759055
336;1988-09-12;19.104414083999135
337;1988-09-13;18.981373883467647
338;1988-09-14;18.892965064981684
339;1988-09-15;18.93446998546889
340;1988-09-16;18.913872941370244
341;1988-09-19;18.83287462953463
342;1988-09-20;18.729225921861264
343;1988-09-21;18.66427430112565
344;1988-09-22;18.732697196094442
345;1988-09-23;18.74178811324578
346;1988-09-26;18.758650465206905
347;1988-09-27;18.687777913282964
348;1988-09-28;18.654279227930846
349;1988-09-29;18.752026010432377
350;1988-09-30;18.787556369376905
351;1988-10-03;18.85998966923063
352;1988-10-04;18.798048462747385
353;1988-10-05;18.768119767244507
354;1988-10-06;18.8639146706834
355;1988-10-07;18.891934060383036
356;1988-10-10;18.909913757126322
357;1988-10-11;18.82021950096301
358;1988-10-12;18.758503332372587
359;1988-10-13;18.819058555252184
360;1988-10-14;18.809029122015968
361;1988-10-17;18.703001068510577
362;1988-10-18;18.57108229073937
363;1988-10-19;18.467870685907823
364;1988-10-20;18.488314447108326
365;1988-10-21;18.440159533076155
366;1988-10-24;18.23665740207639
367;1988-10-25;18.07913893089098
368;1988-10-26;17.954180811368072
369;1988-10-27;17.95683811430156
370;1988-10-28;17.894873361204795
371;1988-10-31;17.672710728124517
372;1988-11-01;17.515830025043787
373;1988-11-02;17.39442126955554
374;1988-11-03;17.403160994008864
375;1988-11-04;17.349404303753143
376;1988-11-07;17.1603662421214
377;1988-11-08;17.015964167267903
378;1988-11-09;16.907102243251586
379;1988-11-10;16.92811469645865
380;1988-11-11;16.88605653171526
381;1988-11-14;16.726400052333833
382;1988-11-15;16.589392585828914
383;1988-11-16;16.48661039116134
384;1988-11-17;16.512394238064754
385;1988-11-18;16.473851280912893
386;1988-11-21;16.318299518568537
387;1988-11-22;16.18102740170644
388;1988-11-23;16.07747227889982
389;1988-11-24;16.102176383787658
390;1988-11-25;16.06245039339865
391;1988-11-28;15.904679922203185
392;1988-11-29;15.767701962454836
393;1988-11-30;15.66521159195607
394;1988-12-01;15.691874230216362
395;1988-12-02;15.655103348961168
396;1988-12-05;15.512914574119414
397;1988-12-06;15.383529304057166
398;1988-12-07;15.289876209495281
399;1988-12-08;15.326632526641495
400;1988-12-09;15.301217163069667
401;1988-12-12;15.200674028889345
402;1988-12-13;15.087696371303508
403;1988-12-14;15.011714952509912
404;1988-12-15;15.067408512674263
405;1988-12-16;15.062196470163247
406;1988-12-19;15.029801474728652
407;1988-12-20;14.941990141725718
408;1988-12-21;14.892334443189968
409;1988-12-22;14.975444514347798
410;1988-12-23;14.99864613991009
411;1988-12-27;14.999133521096857
412;1988-12-28;14.980382631228526
413;1988-12-29;15.09415701107236
414;1988-12-30;15.147458415756942
415;1989-01-03;15.255373379210825
416;1989-01-04;15.258287573715108
417;1989-01-05;15.390871668597304
418;1989-01-06;15.459766575534205
419;1989-01-09;15.6249521751238
420;1989-01-10;15.592094251812847
421;1989-01-11;15.590678171836206
422;1989-01-12;15.7146389823734
423;1989-01-13;15.770709019226546
424;1989-01-16;15.874565251284949
425;1989-01-17;15.814916512767372
426;1989-01-18;15.784404915789827
427;1989-01-19;15.877614638710284
428;1989-01-20;15.901998949141694
429;1989-01-23;15.913192813420544
430;1989-01-24;15.826273233357162
431;1989-01-25;15.77171930345514
432;1989-01-26;15.844932255243528
433;1989-01-27;15.854130315281902
434;1989-01-30;15.85507678315792
435;1989-01-31;15.778131470656007
436;1989-02-01;15.740735496032272
437;1989-02-02;15.838363612413243
438;1989-02-03;15.879148659341482
439;1989-02-06;16.014583980679394
440;1989-02-07;15.99380701638449
441;1989-02-08;16.01692018925502
442;1989-02-09;16.17840068707246
443;1989-02-10;16.285273864854
444;1989-02-13;16.620127298425587
445;1989-02-14;16.661901703619314
446;1989-02-15;16.74343897798454
447;1989-02-16;16.957968031406
448;1989-02-17;17.111340285607238
449;1989-02-20;17.536330252445794
450;1989-02-21;17.58906745328613
451;1989-02-22;17.671144269196937
452;1989-02-23;17.87555204860774
453;1989-02-24;18.00811266486471
454;1989-02-27;18.309395282678643
455;1989-02-28;18.30245502031297
456;1989-03-01;18.317101339933004
457;1989-03-02;18.4474580553012
458;1989-03-03;18.500617162286073
459;1989-03-06;18.545793193834974
460;1989-03-07;18.45254045058887
461;1989-03-08;18.382948272420965
462;1989-03-09;18.432620446338955
463;1989-03-10;18.410053084801735
464;1989-03-13;18.270098825900405
465;1989-03-14;18.13249748864769
466;1989-03-15;18.028461450980185
467;1989-03-16;18.054028660132705
468;1989-03-17;18.017917026813514
469;1989-03-20;17.899712523163355
470;1989-03-21;17.788801826453245
471;1989-03-22;17.720028424624108
472;1989-03-23;17.788494833920105
473;1989-03-28;17.811758108152773
474;1989-03-29;17.80651731665982
475;1989-03-30;17.937436662729585
476;1989-03-31;18.010957971969006
477;1989-04-03;18.22465622574746
478;1989-04-04;18.218192228546947
479;1989-04-05;18.247522006871336
480;1989-04-06;18.406088618754875
481;1989-04-07;18.500121184806307
482;1989-04-10;18.73294305255599
483;1989-04-11;18.719641661980567
484;1989-04-12;18.73634085964884
485;1989-04-13;18.877146293705156
486;1989-04-14;18.94903815872611
487;1989-04-17;19.09752247945177
488;1989-04-18;19.05304348201343
489;1989-04-19;19.03846461085235
490;1989-04-20;19.1486921748819
491;1989-04-21;19.191440601362906
492;1989-04-24;19.267121468385334
493;1989-04-25;19.2047355060249
494;1989-04-26;19.17588666470981
495;1989-04-27;19.27557782248924
496;1989-04-28;19.31150413121084
497;1989-05-02;19.330622690934106
498;1989-05-03;19.309744499223324
499;1989-05-04;19.419083476644886
500;1989-05-05;19.465803641640726
501;1989-05-08;19.57539860610823
502;1989-05-09;19.528895708337462
503;1989-05-10;19.51675601396282
504;1989-05-11;19.633111414232694
505;1989-05-12;19.684827482108886
506;1989-05-15;19.795463404625945
507;1989-05-16;19.744452984769794
508;1989-05-17;19.725472746484588
509;1989-05-18;19.832820219086482
510;1989-05-19;19.87358932390554
511;1989-05-22;19.942765961504534
512;1989-05-23;19.87623265817254
513;1989-05-24;19.841502390517224
514;1989-05-25;19.93324529595131
515;1989-05-26;19.958910156188512
516;1989-05-29;19.9888472645491
517;1989-05-30;19.912066386798283
518;1989-05-31;19.868780381197098
519;1989-06-01;19.953741062266808
520;1989-06-02;19.97442224039832
521;1989-06-05;19.999655281119423
522;1989-06-06;19.92431015347595
523;1989-06-07;19.883664500028548
524;1989-06-08;19.972254327471624
525;1989-06-09;19.99732552736971
526;1989-06-12;20.038030879025836
527;1989-06-13;19.967923995783586
528;1989-06-14;19.932275012678318
529;1989-06-15;20.025500800907132
530;1989-06-16;20.05476763328364
531;1989-06-19;20.10524826479804
532;1989-06-20;20.037609724493823
533;1989-06-21;20.00419884059291
534;1989-06-22;20.099575336547716
535;1989-06-23;20.13106796700839
536;1989-06-26;20.190417318204368
537;1989-06-27;20.127020490634514
538;1989-06-28;20.09872682941658
539;1989-06-29;20.200190719639924
540;1989-06-30;20.23879501013534
541;1989-07-03;20.325443874163987
542;1989-07-04;20.27281165266173
543;1989-07-05;20.255819227792667
544;1989-07-06;20.368867093516567
545;1989-07-07;20.41903958621055
546;1989-07-10;20.53680278686079
547;1989-07-11;20.49207705713987
548;1989-07-12;20.48111214434797
549;1989-07-13;20.597938777263117
550;1989-07-14;20.64930120741973
551;1989-07-17;20.75239794664835
552;1989-07-18;20.696111374532304
553;1989-07-19;20.67013796963217
554;1989-07-20;20.768566017103193
555;1989-07-21;20.798285353911684
556;1989-07-24;20.81975222518867
557;1989-07-25;20.732020963411163
558;1989-07-26;20.673331561654958
559;1989-07-27;20.738366505370422
560;1989-07-28;20.734649501645144
561;1989-07-31;20.662158276869924
562;1989-08-01;20.547402526107255
563;1989-08-02;20.464852738010958
564;1989-08-03;20.509723127040324
565;1989-08-04;20.489995352557077
566;1989-08-07;20.39759907460574
567;1989-08-08;20.286125001955444
568;1989-08-09;20.21179973035304
569;1989-08-10;20.26965122415323
570;1989-08-11;20.267359036474186
571;1989-08-14;20.249375720313054
572;1989-08-15;20.168073962961024
573;1989-08-16;20.1254225850079
574;1989-08-17;20.215665704099848
575;1989-08-18;20.24567560713955
576;1989-08-21;20.316059060444267
577;1989-08-22;20.258863061861696
578;1989-08-23;20.236540093869188
579;1989-08-24;20.34279892663393
580;1989-08-25;20.384081327449152
581;1989-08-28;20.457311470373817
582;1989-08-29;20.390546840306023
583;1989-08-30;20.35362850926182
584;1989-08-31;20.440596843863002
585;1989-09-01;20.458343907002003
586;1989-09-04;20.441532179922252
587;1989-09-05;20.34068845308154
588;1989-09-06;20.269002850676035
589;1989-09-07;20.321362688487767
590;1989-09-08;20.305504143478426
591;1989-09-11;20.20184753181514
592;1989-09-12;20.079062635158273
593;1989-09-13;19.9899010016122
594;1989-09-14;20.029667453530553
595;1989-09-15;20.006393378673256
596;1989-09-18;19.912543326385727
597;1989-09-19;19.803372295858868
598;1989-09-20;19.73250275007856
599;1989-09-21;19.794762980364165
600;1989-09-22;19.79760337371689
601;1989-09-25;19.796765160628855
602;1989-09-26;19.720845299032632
603;1989-09-27;19.682952696735917
604;1989-09-28;19.777073773269546
605;1989-09-29;19.80984341893282
606;1989-10-02;19.879841529275904
607;1989-10-03;19.819144634183242
608;1989-10-04;19.791484333455706
609;1989-10-05;19.890535582915508
610;1989-10-06;19.922742127367723
611;1989-10-09;19.95802117067623
612;1989-10-10;19.875315583637096
613;1989-10-11;19.82099316319248
614;1989-10-12;19.889213649578135
615;1989-10-13;19.88698534377424
616;1989-10-16;19.803854868081554
617;1989-10-17;19.678992274798897
618;1989-10-18;19.582370283215177
619;1989-10-19;19.608849893587767
620;1989-10-20;19.56610540661426
621;1989-10-23;19.374617493881605
622;1989-10-24;19.219629299529608
623;1989-10-25;19.096471805633758
624;1989-10-26;19.100228002074267
625;1989-10-27;19.038702013987166
626;1989-10-30;18.814477619568066
627;1989-10-31;18.656018755365782
628;1989-11-01;18.532716516453053
629;1989-11-02;18.53932827150685
630;1989-11-03;18.48328871564511
631;1989-11-06;18.287208798585684
632;1989-11-07;18.140608861882026
633;1989-11-08;18.029710400468986
634;1989-11-09;18.048885537115133
635;1989-11-10;18.005217121383883
636;1989-11-13;17.84222068290527
637;1989-11-14;17.704592473086862
638;1989-11-15;17.60141262983999
639;1989-11-16;17.62699747815282
640;1989-11-17;17.5884243553307
641;1989-11-20;17.433443361421986
642;1989-11-21;17.296455777024285
643;1989-11-22;17.193168995491448
644;1989-11-23;17.218089313488168
645;1989-11-24;17.178494048964538
646;1989-11-27;17.02031981695529
647;1989-11-28;16.882866693629776
648;1989-11-29;16.77970303157879
649;1989-11-30;16.805483109931643
650;1989-12-01;16.767612501404617
651;1989-12-04;16.620780851896026
652;1989-12-05;16.48939542846752
653;1989-12-06;16.39351616088629
654;1989-12-07;16.427820952881078
655;1989-12-08;16.3997292085296
656;1989-12-11;16.28980670777673
657;1989-12-12;16.17325033569922
658;1989-12-13;16.09346287725491
659;1989-12-14;16.14512318483559
660;1989-12-15;16.13565217486351
661;1989-12-18;16.08917738541895
662;1989-12-19;15.996273330710965
663;1989-12-20;15.941354187687889
664;1989-12-21;16.019055905726155
665;1989-12-22;16.036736444509128
666;1989-12-27;15.990768790612343
667;1989-12-28;16.099388451349043
668;1989-12-29;16.14782262306608
669;1990-01-02;16.24061831382428
670;1990-01-03;16.24119082144611
671;1990-01-04;16.372130136563122
672;1990-01-05;16.440122767031824
673;1990-01-08;16.607321969735846
674;1990-01-09;16.576721925612006
675;1990-01-10;16.578321483049116
676;1990-01-11;16.706007308655302
677;1990-01-12;16.766444971425198
678;1990-01-15;16.886327306823343
679;1990-01-16;16.832604226214126
680;1990-01-17;16.808081134198478
681;1990-01-18;16.907189813837896
682;1990-01-19;16.937225298563817
683;1990-01-22;16.962289471176348
684;1990-01-23;16.878454913336313
685;1990-01-24;16.825985658897583
686;1990-01-25;16.900166697442927
687;1990-01-26;16.909119919581045
688;1990-01-29;16.90145202749237
689;1990-01-30;16.818944623989072
690;1990-01-31;16.774683123761584
691;1990-02-01;16.864213242614174
692;1990-02-02;16.89576902225988
693;1990-02-05;16.998164349917747
694;1990-02-06;16.965192922827526
695;1990-02-07;16.97587335246513
696;1990-02-08;17.124916224260833
697;1990-02-09;17.21958844935259
698;1990-02-12;17.52168820973302
699;1990-02-13;17.55460458189231
700;1990-02-14;17.62866713698327
701;1990-02-15;17.837285239107256
702;1990-02-16;17.986463343974375
703;1990-02-19;18.410214148841753
704;1990-02-20;18.466485220912155
705;1990-02-21;18.554055617581678
706;1990-02-22;18.765849323488982
707;1990-02-23;18.907582353494252
708;1990-02-26;19.2455094384264
709;1990-02-27;19.253140486937298
710;1990-02-28;19.28194977946133
711;1990-03-01;19.426970495975848
712;1990-03-02;19.495012995423977
713;1990-03-05;19.58330734085231
714;1990-03-06;19.502999016779075
715;1990-03-07;19.445214508178008
716;1990-03-08;19.505337197209013
717;1990-03-09;19.491671546435967
718;1990-03-12;19.36772117389089
719;1990-03-13;19.23160542219713
720;1990-03-14;19.12708824625392
721;1990-03-15;19.150242014572502
722;1990-03-16;19.109857509441373
723;1990-03-19;18.968932576573298
724;1990-03-20;18.847717429535862
725;1990-03-21;18.767619608825175
726;1990-03-22;18.823974971932014
727;1990-03-23;18.824675932964453
728;1990-03-26;18.843392064543583
729;1990-03-27;18.783421901936986
730;1990-03-28;18.7664088772184
731;1990-03-29;18.886369664876863
732;1990-03-30;18.949909748737173
733;1990-04-02;19.14073323850484
734;1990-04-03;19.129246261779173
735;1990-04-04;19.154896528194797
736;1990-04-05;19.311105244881322
737;1990-04-06;19.40405010714446
738;1990-04-09;19.64032579208661
739;1990-04-10;19.630006313033455
740;1990-04-11;19.65035863092985
741;1990-04-12;19.795326874754405
742;1990-04-17;19.994002377805764
743;1990-04-18;19.983333322605336
744;1990-04-19;20.09697135463092
745;1990-04-20;20.142545708216577
746;1990-04-23;20.222672134678824
747;1990-04-24;20.16036035745567
748;1990-04-25;20.130904068102975
749;1990-04-26;20.229349215949348
750;1990-04-27;20.26345113245811
751;1990-04-30;20.33102513534901
752;1990-05-01;20.27114155006467
753;1990-05-02;20.24685703229879
754;1990-05-03;20.352773469662594
755;1990-05-04;20.396152900752632
756;1990-05-07;20.49708019136261
757;1990-05-08;20.448372897861205
758;1990-05-09;20.434454641557984
759;1990-05-10;20.5494851354789
760;1990-05-11;20.60034233347922
761;1990-05-14;20.711097492971202
762;1990-05-15;20.6609238324997
763;1990-05-16;20.643099069139822
764;1990-05-17;20.751859381877974
765;1990-05-18;20.794231389454367
766;1990-05-21;20.868644039660573
767;1990-05-22;20.80376376463823
768;1990-05-23;20.77053211938433
769;1990-05-24;20.863563810464825
770;1990-05-25;20.890260735507436
771;1990-05-29;20.844392895617606
772;1990-05-30;20.800510153754548
773;1990-05-31;20.884553260590867
774;1990-06-01;20.90402004362754
775;1990-06-04;20.924171584576523
776;1990-06-05;20.846790146300112
777;1990-06-06;20.804010599798158
778;1990-06-07;20.890412459009895
779;1990-06-08;20.913282246676676
780;1990-06-11;20.947634988026667
781;1990-06-12;20.875572439860267
782;1990-06-13;20.838068632376665
783;1990-06-14;20.929540195199987
784;1990-06-15;20.95714517979656
785;1990-06-18;21.00300627335632
786;1990-06-19;20.933859075482538
787;1990-06-20;20.898900477168684
788;1990-06-21;20.992655244255218
789;1990-06-22;21.02241818315848
790;1990-06-25;21.075643428167126
791;1990-06-26;21.009826694282964
792;1990-06-27;20.978909803755798
793;1990-06-28;21.077552606790995
794;1990-06-29;21.113153628819564
795;1990-07-02;21.190011335540664
796;1990-07-03;21.134007589805666
797;1990-07-04;21.113687227073687
798;1990-07-05;21.223519039638116
799;1990-07-06;21.270659701220545
800;1990-07-09;21.381171329853565
801;1990-07-10;21.33487800404933
802;1990-07-11;21.322873823616103
803;1990-07-12;21.439238441944067
804;1990-07-13;21.49075331302709
805;1990-07-16;21.59815570924845
806;1990-07-17;21.544562688405115
807;1990-07-18;21.521858490367453
808;1990-07-19;21.624074528019854
809;1990-07-20;21.658028152643794
810;1990-07-23;21.6939464821987
811;1990-07-24;21.61125133115595
812;1990-07-25;21.557507152785412
813;1990-07-26;21.62727117394776
814;1990-07-27;21.62794284918567
815;1990-07-30;21.565415451131713
816;1990-07-31;21.452576342671094
817;1990-08-01;21.37110696239844
818;1990-08-02;21.416167160483223
819;1990-08-03;21.395704264342015
820;1990-08-06;21.295533721695374
821;1990-08-07;21.17971617524875
